product_orders,product_reorders,product_reorder_rate,avg_cart_position,median_cart_position,std_cart_position,product_popularity_rank,order_size,order_reorders,order_reorder_rate,add_to_cart_order,department_frequency,aisle_frequency,department_id,aisle_id,reorder_x_position,popularity_score,order_complexity,reordered
1160,697,0.6008620689655172,9.858620689655172,8.0,7.343466501107866,123.0,12,9,0.75,10,409087,150609,4,83,6.008620689655172,0.0619459574922567,9.0,0
226,121,0.5353982300884956,9.06637168141593,7.0,7.088646454336134,1019.0,10,7,0.7,6,409087,150609,4,83,3.212389380530974,0.0120687813734914,7.0,1
54,41,0.7592592592592593,11.98148148148148,10.0,8.655875397432487,4268.5,51,27,0.5294117647058824,22,38713,9917,9,4,16.703703703703706,0.0028836911246395,27.0,1
4966,3384,0.6814337494965768,8.520338300443013,6.0,7.22797304412636,11.0,19,5,0.2631578947368421,4,409087,78493,4,123,2.725734997986307,0.2651927800918509,5.0,1
6494,4786,0.7369879889128427,7.441330458885124,5.0,6.46619408410291,8.0,17,13,0.7647058823529411,7,409087,150473,4,24,5.158915922389899,0.3467905585816512,13.0,1
299,192,0.6421404682274248,7.45819397993311,5.0,7.730404415814492,724.0,33,24,0.7272727272727273,9,114046,23228,7,31,5.7792642140468224,0.0159671045605041,24.0,1
6033,4234,0.701806729653572,8.980606663351566,7.0,6.920143335444163,9.0,37,24,0.6486486486486487,6,409087,150473,4,24,4.210840377921432,0.3221723806472285,24.0,1
648,492,0.7592592592592593,7.979938271604938,6.0,6.2027489540203895,261.0,14,6,0.4285714285714285,2,217051,55240,16,120,1.5185185185185186,0.0346042934956744,6.0,1
1062,569,0.5357815442561206,10.013182674199625,8.0,7.673707233012228,137.0,19,2,0.1052631578947368,7,409087,150609,4,83,3.750470809792844,0.0567125921179109,2.0,0
6494,4786,0.7369879889128427,7.441330458885124,5.0,6.46619408410291,8.0,17,17,1.0,9,409087,150473,4,24,6.632891900215584,0.3467905585816512,17.0,1
22,15,0.6818181818181818,6.545454545454546,4.0,5.646130345536479,8432.5,26,10,0.3846153846153846,14,44291,16957,20,96,9.545454545454543,0.0011748371248531,10.0,1
88,66,0.75,9.272727272727272,7.0,8.099563309822473,2766.0,33,20,0.6060606060606061,13,100426,4727,1,42,9.75,0.0046993484994125,20.0,1
25,10,0.4,10.4,8.0,8.220908303425684,7741.0,17,11,0.6470588235294118,3,217051,3873,16,2,1.2000000000000002,0.0013350421873331,11.0,1
50,14,0.28,10.04,8.0,9.720502212607435,4578.0,15,12,0.8,1,35986,2906,17,85,0.28,0.0026700843746662,12.0,0
277,84,0.3032490974729241,8.137184115523466,6.0,7.444672008720593,794.5,4,4,1.0,1,81242,13088,13,17,0.3032490974729241,0.0147922674356509,4.0,1
2627,1944,0.7400076132470499,7.575561476969928,6.0,6.033220771187213,39.0,17,15,0.8823529411764706,7,409087,150609,4,83,5.180053292729349,0.1402862330449642,15.0,1
41,26,0.6341463414634146,12.51219512195122,10.0,10.714760732791731,5336.0,18,13,0.7222222222222222,6,100426,18221,1,38,3.804878048780488,0.0021894691872263,13.0,1
18,11,0.6111111111111112,10.77777777777778,7.5,8.356438557153227,9662.0,42,32,0.7619047619047619,32,38713,11298,9,131,19.55555555555556,0.0009612303748798,32.0,1
114,63,0.5526315789473685,9.289473684210526,7.0,7.75478577237357,2162.0,29,26,0.896551724137931,16,100426,18221,1,38,8.842105263157896,0.006087792374239,26.0,1
628,289,0.4601910828025478,10.493630573248408,9.0,7.850778821603015,281.5,8,0,0.0,6,46799,12679,15,81,2.761146496815287,0.0335362597458079,0.0,0
475,299,0.6294736842105263,10.574736842105263,8.0,8.331742064372031,399.5,36,23,0.6388888888888888,9,118862,6741,19,50,5.665263157894737,0.0253658015593292,23.0,0
182,111,0.6098901098901099,8.780219780219781,7.0,7.749250112075109,1312.0,15,12,0.8,9,30307,5608,12,49,5.489010989010989,0.0097191071237851,12.0,1
43,34,0.7906976744186046,5.627906976744186,4.0,4.593075822904535,5136.0,9,2,0.2222222222222222,1,217051,12356,16,53,0.7906976744186046,0.0022962725622129,2.0,1
152,93,0.6118421052631579,7.651315789473684,6.0,5.920287119873141,1601.5,13,6,0.4615384615384615,6,409087,150609,4,83,3.671052631578947,0.0081170564989853,6.0,1
230,136,0.591304347826087,10.173913043478262,8.0,7.042306179390617,1004.0,11,5,0.4545454545454545,8,100426,18221,1,38,4.730434782608696,0.0122823881234647,5.0,0
1215,741,0.6098765432098765,10.76954732510288,9.0,8.021463857324083,115.0,14,10,0.7142857142857143,14,409087,150473,4,24,8.53827160493827,0.0648830503043896,10.0,1
292,195,0.6678082191780822,9.866438356164384,8.0,8.120186355395967,744.5,10,9,0.9,7,217051,12820,16,108,4.674657534246576,0.0155932927480508,9.0,1
707,440,0.6223479490806223,10.227722772277229,9.0,7.397298396065259,229.5,18,16,0.8888888888888888,12,118862,31269,19,107,7.468175388967468,0.0377549930577806,16.0,1
152,107,0.7039473684210527,10.36842105263158,7.5,9.365771279643774,1601.5,32,16,0.5,8,118862,31269,19,107,5.631578947368421,0.0081170564989853,16.0,1
9784,8055,0.8232829108748978,7.485384300899428,6.0,6.193974362627672,4.0,11,5,0.4545454545454545,11,409087,78493,4,123,9.056112019623876,0.5224821104346897,5.0,1
66,41,0.6212121212121212,5.924242424242424,4.5,5.002493550714656,3596.5,10,8,0.8,6,114046,16279,7,77,3.727272727272728,0.0035245113745594,8.0,1
175,128,0.7314285714285714,8.834285714285715,6.0,8.333630208176613,1377.0,11,2,0.1818181818181818,2,217051,41699,16,21,1.4628571428571429,0.0093452953113318,2.0,1
443,249,0.5620767494356659,8.704288939051919,7.0,6.847773005732946,439.5,5,4,0.8,5,100426,22453,1,116,2.8103837471783293,0.0236569475595428,4.0,0
2,0,0.0,7.0,7.0,7.071067811865476,28784.5,6,0,0.0,2,409087,150609,4,83,0.0,0.0001068033749866,0.0,0
473,318,0.6723044397463002,8.824524312896406,7.0,7.43195624011754,402.5,4,3,0.75,4,100426,7661,1,79,2.6892177589852007,0.0252589981843426,3.0,0
433,236,0.5450346420323325,10.51039260969977,8.0,8.376306315100331,451.0,7,4,0.5714285714285714,3,217051,41699,16,21,1.6351039260969975,0.0231229306846096,4.0,1
167,117,0.7005988023952096,8.347305389221557,5.0,8.278239833655764,1452.0,17,12,0.7058823529411765,2,114046,23228,7,31,1.401197604790419,0.0089180818113852,12.0,1
2276,1773,0.7789982425307557,5.455623901581722,4.0,5.551458298226634,54.0,2,1,0.5,2,409087,13460,4,32,1.5579964850615111,0.1215422407348072,1.0,1
944,526,0.5572033898305084,10.189618644067796,9.0,7.792854917508475,157.0,36,22,0.6111111111111112,11,217051,41699,16,21,6.1292372881355925,0.0504111929936986,22.0,1
175,135,0.7714285714285715,10.125714285714286,8.0,8.310509302108203,1377.0,19,13,0.6842105263157895,12,409087,78493,4,123,9.257142857142858,0.0093452953113318,13.0,1
2932,1671,0.569918144611187,9.657230559345155,8.0,6.950831773091415,30.0,32,20,0.625,11,409087,150609,4,83,6.269099590723057,0.1565737477304283,20.0,1
153,105,0.6862745098039216,8.92156862745098,7.0,7.217057108870174,1592.0,6,4,0.6666666666666666,2,44291,2936,20,1,1.3725490196078431,0.0081704581864786,4.0,1
134,95,0.7089552238805971,10.24626865671642,9.0,7.083218085983,1844.5,30,19,0.6333333333333333,8,14941,13198,18,92,5.6716417910447765,0.0071558261241055,19.0,1
10894,8603,0.7897007527079126,8.017073618505599,6.0,6.691787959878036,3.0,13,0,0.0,2,409087,150473,4,24,1.5794015054158252,0.5817579835522803,0.0,0
747,404,0.5408299866131191,10.500669344042835,9.0,8.162947549023407,211.0,23,16,0.6956521739130435,12,29500,6352,14,130,6.489959839357429,0.0398910605575136,16.0,1
1,0,0.0,3.0,3.0,0.0,35181.5,23,10,0.4347826086956521,3,38713,6134,9,63,0.0,5.340168749332479e-05,10.0,0
213,99,0.4647887323943662,10.004694835680752,8.0,8.184486966887567,1085.0,18,11,0.6111111111111112,3,100426,22453,1,116,1.3943661971830985,0.0113745594360781,11.0,1
10894,8603,0.7897007527079126,8.017073618505599,6.0,6.691787959878036,3.0,2,0,0.0,2,409087,150473,4,24,1.5794015054158252,0.5817579835522803,0.0,0
9,1,0.1111111111111111,17.333333333333332,15.0,12.698425099200294,14582.0,25,9,0.36,22,21570,539,11,118,2.444444444444444,0.0004806151874399,9.0,0
4966,3384,0.6814337494965768,8.520338300443013,6.0,7.22797304412636,11.0,30,24,0.8,24,409087,78493,4,123,16.35440998791784,0.2651927800918509,24.0,0
143,84,0.5874125874125874,9.237762237762238,6.0,7.401901204152132,1712.0,13,12,0.9230769230769232,7,217051,10575,16,36,4.111888111888112,0.0076364413115454,12.0,1
256,160,0.625,9.30078125,8.0,6.41561815026424,886.0,13,8,0.6153846153846154,4,30307,12813,12,106,2.5,0.0136708319982911,8.0,0
231,138,0.5974025974025974,9.61038961038961,8.0,7.067050016414223,999.0,31,17,0.5483870967741935,6,409087,150473,4,24,3.5844155844155843,0.012335789810958,17.0,0
9784,8055,0.8232829108748978,7.485384300899428,6.0,6.193974362627672,4.0,12,11,0.9166666666666666,4,409087,78493,4,123,3.293131643499591,0.5224821104346897,11.0,1
646,464,0.718266253869969,8.63312693498452,7.0,7.055488938451162,264.0,9,5,0.5555555555555556,5,30307,5208,12,35,3.591331269349845,0.0344974901206878,5.0,0
56,40,0.7142857142857143,8.607142857142858,6.0,7.33033193203188,4128.0,6,6,1.0,4,217051,55240,16,120,2.857142857142857,0.0029904944996261,6.0,1
42,18,0.4285714285714285,10.904761904761903,10.5,6.878065254796952,5233.0,29,23,0.7931034482758621,11,100426,22453,1,116,4.714285714285714,0.0022428708747196,23.0,1
6,5,0.8333333333333334,5.5,7.0,2.8106938645110398,18046.5,21,9,0.4285714285714285,8,100426,7661,1,79,6.666666666666667,0.0003204101249599,9.0,1
278,204,0.7338129496402878,5.341726618705036,4.0,4.744952085450801,792.0,1,1,1.0,1,217051,19875,16,86,0.7338129496402878,0.0148456691231442,1.0,1
2858,2220,0.7767669699090273,8.74737578726382,7.0,6.837470249398689,34.0,31,7,0.2258064516129032,22,44291,15142,20,67,17.0888733379986,0.1526220228559222,7.0,0
8135,5923,0.7280885064535956,8.063306699446835,6.0,6.182301382756815,5.0,11,4,0.3636363636363636,7,409087,150473,4,24,5.0966195451751695,0.4344227277581972,4.0,0
101,77,0.7623762376237624,9.049504950495049,7.0,6.918636047117614,2420.5,37,26,0.7027027027027027,24,48394,9851,3,93,18.2970297029703,0.0053935704368258,26.0,1
2497,1643,0.657989587505006,9.277533039647578,8.0,6.956730669213526,44.0,7,6,0.8571428571428571,4,409087,150609,4,83,2.631958350020024,0.1333440136708319,6.0,1
363,210,0.5785123966942148,11.225895316804408,9.0,8.041239800237445,574.0,32,29,0.90625,28,217051,41699,16,21,16.198347107438014,0.0193848125600769,29.0,1
315,149,0.473015873015873,10.177777777777775,9.0,7.496505437343191,682.5,21,5,0.238095238095238,13,409087,150609,4,83,6.149206349206349,0.0168215315603973,5.0,0
18726,16557,0.8841717398269785,4.959414717505073,3.0,5.0238584588908655,1.0,9,7,0.7777777777777778,1,409087,150473,4,24,0.8841717398269785,1.0,7.0,1
363,223,0.6143250688705234,10.790633608815426,8.0,8.871097796595858,574.0,17,13,0.7647058823529411,10,118862,19592,19,78,6.143250688705234,0.0193848125600769,13.0,1
161,97,0.6024844720496895,8.832298136645962,7.0,6.494455351340791,1505.0,28,11,0.3928571428571428,25,44291,16957,20,96,15.062111801242237,0.0085976716864252,11.0,0
276,84,0.3043478260869565,11.108695652173912,9.0,8.604172165648857,798.0,17,9,0.5294117647058824,14,81242,9743,13,72,4.260869565217392,0.0147388657481576,9.0,0
3,1,0.3333333333333333,35.666666666666664,20.0,28.884828774519907,24684.0,36,11,0.3055555555555556,20,38713,1628,9,12,6.666666666666666,0.0001602050624799,11.0,0
202,153,0.7574257425742574,4.326732673267327,2.0,4.311523171401738,1143.0,13,3,0.2307692307692307,2,114046,36617,7,115,1.5148514851485149,0.0107871408736516,3.0,1
158,84,0.5316455696202531,10.69620253164557,8.0,8.089238633253814,1535.0,13,11,0.8461538461538461,7,409087,78493,4,123,3.721518987341772,0.0084374666239453,11.0,1
131,76,0.5801526717557252,9.076335877862595,8.0,7.0401249121465135,1870.0,14,8,0.5714285714285714,14,30307,5608,12,49,8.122137404580153,0.0069956210616255,8.0,0
18,6,0.3333333333333333,10.055555555555555,8.0,9.433807928198654,9662.0,8,7,0.875,8,35986,4636,17,75,2.6666666666666665,0.0009612303748798,7.0,0
139,23,0.1654676258992805,10.83453237410072,9.0,7.40309093525694,1770.0,12,2,0.1666666666666666,3,81242,10620,13,19,0.4964028776978417,0.0074228345615721,2.0,0
162,83,0.5123456790123457,10.82716049382716,8.0,7.979461404724349,1496.0,13,7,0.5384615384615384,8,118862,31269,19,107,4.098765432098766,0.0086510733739186,7.0,0
234,148,0.6324786324786325,9.008547008547009,7.0,7.364799385099314,979.5,15,3,0.2,15,118862,31269,19,107,9.487179487179487,0.012495994873438,3.0,0
39,27,0.6923076923076923,8.282051282051283,8.0,4.734802379851594,5535.0,24,14,0.5833333333333334,2,118862,31269,19,107,1.3846153846153846,0.0020826658122396,14.0,1
511,323,0.6320939334637965,9.864970645792564,8.0,7.891380626063546,363.5,27,25,0.925925925925926,25,118862,31269,19,107,15.802348336594912,0.0272882623090889,25.0,1
5546,4279,0.7715470609448251,7.628921745402091,6.0,6.598744599460986,10.0,10,6,0.6,8,409087,78493,4,123,6.1723764875586005,0.2961657588379793,6.0,1
6494,4786,0.7369879889128427,7.441330458885124,5.0,6.46619408410291,8.0,14,11,0.7857142857142857,13,409087,150473,4,24,9.580843855866954,0.3467905585816512,11.0,1
586,373,0.636518771331058,8.320819112627987,6.0,6.860725087745247,313.0,7,3,0.4285714285714285,1,217051,10575,16,36,0.636518771331058,0.0312933888710883,3.0,1
41,30,0.7317073170731707,8.585365853658537,6.0,7.176265079259885,5336.0,12,11,0.9166666666666666,6,217051,55240,16,120,4.390243902439025,0.0021894691872263,11.0,1
2627,1944,0.7400076132470499,7.575561476969928,6.0,6.033220771187213,39.0,13,4,0.3076923076923077,10,409087,150609,4,83,7.400076132470499,0.1402862330449642,4.0,0
262,204,0.7786259541984732,7.305343511450381,5.0,6.37150400545346,852.5,13,7,0.5384615384615384,1,217051,55240,16,120,0.7786259541984732,0.013991242123251,7.0,1
361,269,0.7451523545706371,6.191135734072022,4.0,6.1146026568346645,582.0,3,3,1.0,1,217051,26240,16,91,0.7451523545706371,0.0192780091850902,3.0,1
128,50,0.390625,11.53125,9.0,9.698556999575544,1918.5,19,19,1.0,10,81242,10620,13,19,3.90625,0.0068354159991455,19.0,1
141,86,0.6099290780141844,8.085106382978724,6.0,6.521929339545959,1740.5,6,3,0.5,5,35986,12694,17,54,3.049645390070922,0.0075296379365587,3.0,0
2,0,0.0,12.0,12.0,11.31370849898476,28784.5,7,2,0.2857142857142857,4,21570,534,11,109,0.0,0.0001068033749866,2.0,0
407,105,0.257985257985258,10.891891891891891,8.0,9.870746354964623,488.0,7,2,0.2857142857142857,1,35986,2906,17,85,0.257985257985258,0.0217344868097831,2.0,0
106,87,0.8207547169811321,7.179245283018868,6.0,5.669966271523634,2312.5,30,23,0.7666666666666667,6,217051,55240,16,120,4.9245283018867925,0.0056605788742924,23.0,1
357,207,0.5798319327731093,9.30532212885154,8.0,7.318155023207305,591.0,7,3,0.4285714285714285,6,29500,6352,14,130,3.4789915966386555,0.0190644024351169,3.0,0
4,0,0.0,13.75,10.5,8.995369179009089,21818.0,34,24,0.7058823529411765,27,409087,150473,4,24,0.0,0.0002136067499732,24.0,0
61,26,0.4262295081967213,5.39344262295082,4.0,3.670961220736744,3841.5,20,17,0.85,12,44291,15142,20,67,5.114754098360655,0.0032575029370928,17.0,1
200,68,0.34,11.01,10.0,7.588002961565292,1155.5,9,6,0.6666666666666666,2,8251,8251,21,100,0.68,0.0106803374986649,6.0,0
327,201,0.6146788990825688,10.636085626911315,9.0,7.620543390283772,651.0,10,10,1.0,7,100426,8870,1,129,4.302752293577981,0.0174623518103172,10.0,1
694,357,0.5144092219020173,10.076368876080693,7.0,8.107943519997795,237.0,12,7,0.5833333333333334,11,44291,15142,20,67,5.658501440922191,0.0370607711203674,7.0,1
132,84,0.6363636363636364,10.43939393939394,8.0,7.988787539260505,1862.0,23,20,0.8695652173913043,5,118862,19592,19,78,3.1818181818181817,0.0070490227491188,20.0,1
128,50,0.390625,11.53125,9.0,9.698556999575544,1918.5,7,6,0.8571428571428571,6,81242,10620,13,19,2.34375,0.0068354159991455,6.0,1
28,10,0.3571428571428571,10.0,6.0,8.890277669287784,7157.0,3,1,0.3333333333333333,2,81242,9743,13,72,0.7142857142857143,0.001495247249813,1.0,0
15480,13362,0.8631782945736434,4.763501291989664,3.0,4.9579091349581565,2.0,26,14,0.5384615384615384,1,409087,150473,4,24,0.8631782945736434,0.8266581223966677,14.0,1
272,184,0.6764705882352942,8.286764705882353,6.5,6.436643355517671,811.5,19,8,0.4210526315789473,13,217051,55240,16,120,8.794117647058824,0.0145252589981843,8.0,1
5546,4279,0.7715470609448251,7.628921745402091,6.0,6.598744599460986,10.0,9,9,1.0,2,409087,78493,4,123,1.54309412188965,0.2961657588379793,9.0,1
738,524,0.7100271002710027,9.07859078590786,7.0,7.8182753700391165,215.0,20,12,0.6,17,48394,23635,3,112,12.070460704607044,0.0394104453700736,12.0,0
2323,1407,0.6056823073611709,9.064141196728368,7.0,7.036800122905236,52.0,18,5,0.2777777777777778,10,100426,22453,1,116,6.056823073611709,0.1240521200469934,5.0,0
2088,1510,0.7231800766283525,7.951628352490421,6.0,6.444935181134723,60.0,26,11,0.4230769230769231,19,30307,5608,12,49,13.740421455938698,0.1115027234860621,11.0,1
17,9,0.5294117647058824,9.235294117647058,7.0,7.27606875108999,10028.0,12,6,0.5,9,114046,8392,7,26,4.764705882352941,0.0009078286873865,6.0,0
3359,2662,0.7924977671926169,6.303364096457279,4.0,6.22861731132935,26.0,7,7,1.0,7,114046,36617,7,115,5.547484370348318,0.1793762682900779,7.0,1
23,11,0.4782608695652174,10.695652173913045,8.0,6.765116290129264,8193.5,14,4,0.2857142857142857,8,38713,9736,9,9,3.8260869565217392,0.0012282388123464,4.0,0
508,341,0.6712598425196851,9.417322834645669,8.0,6.67556519913628,366.5,12,5,0.4166666666666667,5,44291,16957,20,96,3.356299212598425,0.0271280572466089,5.0,0
191,107,0.5602094240837696,9.780104712041885,7.0,8.296087980394814,1231.5,17,13,0.7647058823529411,8,44291,16957,20,96,4.481675392670157,0.010199722311225,13.0,0
184,117,0.6358695652173914,9.527173913043478,7.0,7.13333746888501,1293.5,21,10,0.4761904761904761,2,217051,55240,16,120,1.2717391304347827,0.0098259104987717,10.0,1
127,74,0.5826771653543307,9.51968503937008,8.0,7.324508102776019,1938.5,17,5,0.2941176470588235,11,217051,55240,16,120,6.409448818897637,0.0067820143116522,5.0,0
111,75,0.6756756756756757,8.378378378378379,6.0,6.81449531787545,2219.0,5,5,1.0,2,100426,9729,1,52,1.351351351351351,0.005927587311759,5.0,1
2646,2129,0.8046107331821618,6.317460317460317,4.0,5.928220080321816,38.0,17,11,0.6470588235294118,2,217051,12356,16,53,1.6092214663643236,0.1413008651073374,11.0,1
22,11,0.5,6.727272727272728,5.5,6.250194802158974,8432.5,15,10,0.6666666666666666,10,100426,8870,1,129,5.0,0.0011748371248531,10.0,0
224,140,0.625,7.991071428571429,6.5,6.482118260480685,1033.0,17,9,0.5294117647058824,16,48394,23635,3,112,10.0,0.0119619779985047,9.0,0
12,8,0.6666666666666666,4.166666666666667,3.0,3.2983007562664564,12384.0,3,1,0.3333333333333333,3,14941,1109,18,56,2.0,0.0006408202499198,1.0,1
126,45,0.3571428571428571,9.03968253968254,7.0,6.960920391615803,1953.5,9,2,0.2222222222222222,6,409087,16052,4,16,2.142857142857143,0.0067286126241589,2.0,0
103,51,0.4951456310679611,12.233009708737864,11.0,7.984303085104346,2383.5,8,2,0.25,8,38713,11298,9,131,3.961165048543689,0.0055003738118124,2.0,0
218,134,0.6146788990825688,9.761467889908255,8.5,7.219276656220926,1059.0,14,4,0.2857142857142857,11,100426,7661,1,79,6.761467889908257,0.0116415678735448,4.0,0
654,445,0.6804281345565749,7.946483180428134,6.0,6.938046438208423,257.0,23,9,0.391304347826087,15,44291,15142,20,67,10.206422018348624,0.0349247036206344,9.0,1
174,123,0.7068965517241379,8.517241379310345,6.5,7.1262148445555145,1385.0,15,1,0.0666666666666666,6,217051,55240,16,120,4.241379310344827,0.0092918936238385,1.0,0
4,1,0.25,5.25,2.5,6.652067347825035,21818.0,18,7,0.3888888888888889,15,21570,1969,11,47,3.75,0.0002136067499732,7.0,0
31,12,0.3870967741935484,9.548387096774194,8.0,9.087862637156658,6614.5,25,16,0.64,23,44291,15142,20,67,8.903225806451612,0.001655452312293,16.0,1
5,4,0.8,9.2,9.0,2.863564212655271,19690.0,12,10,0.8333333333333334,9,100426,9729,1,52,7.2,0.0002670084374666,10.0,1
19,6,0.3157894736842105,9.578947368421051,9.0,7.057822999840392,9323.0,32,9,0.28125,28,30307,5608,12,49,8.842105263157894,0.0010146320623731,9.0,1
2007,1241,0.6183358246138515,9.485799701046338,8.0,7.131206792317527,62.0,8,5,0.625,8,409087,150609,4,83,4.946686596910812,0.1071771867991028,5.0,1
385,287,0.7454545454545455,4.524675324675325,3.0,4.185172109294381,519.5,6,4,0.6666666666666666,3,409087,13460,4,32,2.2363636363636363,0.02055964968493,4.0,1
85,61,0.7176470588235294,7.482352941176471,5.0,6.823648941288639,2868.5,8,2,0.25,3,217051,12356,16,53,2.152941176470588,0.0045391434369326,2.0,1
7,4,0.5714285714285714,10.428571428571429,6.0,10.75262980014878,16708.0,26,13,0.5,22,100426,22676,1,37,12.571428571428571,0.0003738118124532,13.0,0
270,172,0.6370370370370371,8.47037037037037,6.0,7.79649691685846,818.0,1,1,1.0,1,217051,55240,16,120,0.6370370370370371,0.0144184556231976,1.0,1
12,5,0.4166666666666667,9.666666666666666,8.5,6.343691688790073,12384.0,25,23,0.92,15,48394,9851,3,93,6.25,0.0006408202499198,23.0,1
148,60,0.4054054054054054,10.16891891891892,8.5,7.243470917464682,1650.5,14,7,0.5,13,409087,150609,4,83,5.27027027027027,0.007903449749012,7.0,0
11,1,0.0909090909090909,10.727272727272728,8.0,5.65846108214785,13026.5,21,17,0.8095238095238095,21,1795,1795,2,6,1.9090909090909087,0.0005874185624265,17.0,0
284,214,0.7535211267605634,6.890845070422535,4.0,6.967267284783049,769.5,16,15,0.9375,11,118862,6741,19,50,8.288732394366198,0.0151660792481042,15.0,1
51,17,0.3333333333333333,11.647058823529411,10.0,9.327000652753842,4499.0,15,14,0.9333333333333332,6,46799,15109,15,69,2.0,0.0027234860621595,14.0,1
417,295,0.7074340527577938,8.731414868105515,7.0,7.209421997734147,474.0,15,10,0.6666666666666666,13,48394,9851,3,93,9.19664268585132,0.0222685036847164,10.0,1
223,148,0.6636771300448431,7.977578475336323,6.0,6.905047081004296,1038.5,10,6,0.6,9,48394,23635,3,112,5.973094170403588,0.0119085763110114,6.0,1
15480,13362,0.8631782945736434,4.763501291989664,3.0,4.9579091349581565,2.0,7,5,0.7142857142857143,4,409087,150473,4,24,3.452713178294573,0.8266581223966677,5.0,1
866,527,0.6085450346420324,8.29445727482679,6.0,7.003707803721296,172.0,8,8,1.0,8,217051,12356,16,53,4.868360277136259,0.0462458613692192,8.0,1
29,6,0.2068965517241379,12.482758620689657,10.0,9.586525847903,6966.0,19,10,0.5263157894736842,1,81242,13088,13,17,0.2068965517241379,0.0015486489373064,10.0,0
52,31,0.5961538461538461,9.134615384615383,7.0,7.861618967512157,4419.0,10,10,1.0,6,118862,31269,19,107,3.5769230769230766,0.0027768877496528,10.0,1
15480,13362,0.8631782945736434,4.763501291989664,3.0,4.9579091349581565,2.0,9,7,0.7777777777777778,2,409087,150473,4,24,1.7263565891472867,0.8266581223966677,7.0,1
572,497,0.8688811188811189,4.295454545454546,3.0,4.573024571712022,320.5,23,19,0.8260869565217391,10,217051,32644,16,84,8.688811188811188,0.0305457652461817,19.0,1
115,70,0.6086956521739131,11.147826086956522,10.0,7.329636402581668,2141.5,31,7,0.2258064516129032,4,38713,11298,9,131,2.4347826086956523,0.0061411940617323,7.0,0
71,29,0.4084507042253521,10.929577464788732,9.0,7.183958207924041,3385.5,31,29,0.935483870967742,20,29500,3803,14,57,8.169014084507042,0.003791519812026,29.0,1
638,414,0.6489028213166145,8.006269592476489,6.0,7.008850081775688,272.0,6,4,0.6666666666666666,5,217051,55240,16,120,3.2445141065830723,0.0340702766207412,4.0,0
365,192,0.5260273972602739,10.205479452054794,9.0,7.731693913512188,568.0,8,5,0.625,5,409087,150609,4,83,2.6301369863013697,0.0194916159350635,5.0,1
17,12,0.7058823529411765,9.705882352941176,7.0,6.953099182040633,10028.0,15,3,0.2,2,46799,15109,15,69,1.411764705882353,0.0009078286873865,3.0,0
4059,2869,0.7068243409706825,8.346883468834688,6.0,6.783412422927498,17.0,25,24,0.96,5,409087,78493,4,123,3.5341217048534124,0.2167574495354053,24.0,1
110,42,0.3818181818181818,10.71818181818182,8.0,8.910494604402118,2236.5,29,17,0.5862068965517241,15,409087,150609,4,83,5.727272727272728,0.0058741856242657,17.0,0
764,423,0.5536649214659686,10.070680628272251,8.0,7.481929584632657,203.0,21,14,0.6666666666666666,16,409087,150609,4,83,8.858638743455497,0.0407988892449001,14.0,0
66,23,0.3484848484848485,9.348484848484848,8.5,7.892532837567074,3596.5,8,2,0.25,1,118862,12532,19,117,0.3484848484848485,0.0035245113745594,2.0,0
10894,8603,0.7897007527079126,8.017073618505599,6.0,6.691787959878036,3.0,25,14,0.56,12,409087,150473,4,24,9.476409032494953,0.5817579835522803,14.000000000000002,1
944,526,0.5572033898305084,10.189618644067796,9.0,7.792854917508475,157.0,36,17,0.4722222222222222,15,217051,41699,16,21,8.358050847457626,0.0504111929936986,17.0,0
245,158,0.6448979591836734,8.444897959183674,7.0,6.541953549173599,934.0,4,0,0.0,1,409087,150609,4,83,0.6448979591836734,0.0130834134358645,0.0,0
630,485,0.7698412698412699,5.646031746031746,4.0,5.441123673951788,280.0,20,11,0.55,4,114046,36617,7,115,3.0793650793650795,0.0336430631207946,11.0,1
81,27,0.3333333333333333,10.049382716049385,9.0,7.654902407228816,3008.0,31,21,0.6774193548387096,20,81242,4758,13,105,6.666666666666666,0.0043255366869593,21.0,1
48,32,0.6666666666666666,7.229166666666667,5.0,5.4156572982077815,4726.5,5,3,0.6,3,29500,16201,14,121,2.0,0.0025632809996795,3.0,1
57,38,0.6666666666666666,10.491228070175438,9.0,9.38296862675276,4065.5,36,35,0.9722222222222222,33,44291,15142,20,67,22.0,0.0030438961871195,35.0,1
3823,2727,0.7133141511901648,9.643735286424274,8.0,7.029592220538202,19.0,8,7,0.875,8,409087,78493,4,123,5.706513209521319,0.2041546512869806,7.0,0
432,283,0.6550925925925926,6.979166666666667,5.0,6.8721861991256015,453.0,14,10,0.7142857142857143,5,217051,32644,16,84,3.275462962962963,0.0230695289971163,10.0,1
8135,5923,0.7280885064535956,8.063306699446835,6.0,6.182301382756815,5.0,26,19,0.7307692307692307,14,409087,150473,4,24,10.19323909035034,0.4344227277581972,19.0,1
501,335,0.6686626746506986,8.598802395209582,7.0,6.934891387965224,372.0,23,16,0.6956521739130435,21,409087,150473,4,24,14.04191616766467,0.0267542454341557,16.0,1
25,11,0.44,8.84,7.0,7.592101158440922,7741.0,23,19,0.8260869565217391,11,118862,19592,19,78,4.84,0.0013350421873331,19.0,1
